priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,smoking,outdoorSeating,caters,goodForGroups,goodForKids
$,beer_and_wine,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$$,none,average,casual,,,,,Yes,Yes,Yes,
$,none,very_loud,casual,Yes,lot,Yes,,No,Yes,No,
$$,none,very_loud,casual,No,,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,garage,No,no,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$$$,full_bar,loud,casual,,,Yes,,Yes,,Yes,
$$,none,,,,,,,,,,
$$$,none,average,casual,No,,,,No,,Yes,
$,none,quiet,casual,No,,No,,No,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,,No,Yes,Yes,Yes
$$,full_bar,,casual,No,valet,No,,Yes,,Yes,Yes
$,full_bar,quiet,casual,,lot,Yes,,No,,Yes,
$,none,average,casual,No,lot,Yes,,No,,Yes,
$$,none,,,,lot,,,,,,
$$,beer_and_wine,average,casual,No,,,,No,No,Yes,
$,none,,,,lot,Yes,,,,,
$$,beer_and_wine,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,No,,No,,Yes,Yes,Yes,
$,none,,,,lot,,,,,,
$,none,quiet,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,average,,,street,,yes,No,,Yes,
$,none,quiet,casual,No,street,No,,Yes,,No,Yes
$,full_bar,average,casual,No,street,No,no,No,No,Yes,
$,none,average,casual,No,,No,,No,No,No,
$,none,very_loud,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,,No,,No,,Yes,
$,none,quiet,casual,Yes,,Yes,,No,Yes,No,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,,,,,,,,,
$$,none,quiet,casual,No,lot,Yes,,Yes,No,No,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,quiet,casual,Yes,street,No,,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,average,casual,Yes,street,No,,Yes,Yes,Yes,
$,beer_and_wine,quiet,casual,No,street,Yes,no,Yes,No,Yes,
$$,full_bar,very_loud,casual,No,street,Yes,outdoor,Yes,No,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,loud,casual,No,,No,,Yes,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,,Yes,No,Yes,
$$,full_bar,loud,,,street,,outdoor,Yes,,Yes,
$,full_bar,average,casual,No,,Yes,outdoor,Yes,,Yes,
$,none,average,casual,No,,Yes,,Yes,No,Yes,
$,none,,casual,No,,,,No,,Yes,
$$,full_bar,very_loud,casual,No,,Yes,outdoor,Yes,,Yes,
$$$$,full_bar,average,casual,No,street,No,,No,No,Yes,No
$,full_bar,,casual,No,,,,No,,Yes,
$,none,average,casual,No,,No,,Yes,Yes,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,Yes,lot,No,,Yes,No,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,none,,,,,,,,,,
$,none,quiet,casual,No,,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$$,none,average,casual,No,,,,No,No,Yes,
$,full_bar,average,casual,No,street,Yes,no,No,No,Yes,
$,none,average,casual,No,street,Yes,,No,No,Yes,Yes
$,none,,,,,,,,,,
$,none,,,No,lot,,,,,,
$,full_bar,average,casual,No,lot,No,,No,,Yes,
$$,beer_and_wine,,casual,No,,,,No,,Yes,
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$$,none,,casual,No,,,,No,,Yes,
$$,none,,casual,,,No,,No,,Yes,
$$,none,,,,garage,Yes,,,,,
$$,full_bar,average,casual,No,,,,Yes,No,Yes,
$$,full_bar,average,casual,Yes,valet,No,,No,Yes,Yes,
$$,none,quiet,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,casual,Yes,,Yes,,No,,No,
$$,none,,,,lot,,,,,,
$$,none,,,,,,,Yes,,,
$,none,quiet,casual,No,,Yes,,No,,Yes,
$,none,,,,,,,No,,,
$,none,quiet,casual,Yes,lot,No,,Yes,Yes,Yes,
$,none,,,No,,No,,,,,
$,none,,casual,,,,,,,,
$$,beer_and_wine,average,casual,No,street,Yes,no,No,Yes,Yes,
$,none,,casual,No,,,,,,No,
$$,full_bar,average,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$,none,,,,lot,,,,,,
$$,none,,,,lot,Yes,,,,,
$$,full_bar,average,casual,No,street,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,,Yes,
$,none,,,,,,,,,,
$$,none,,,,lot,Yes,,,,,
$$,beer_and_wine,average,casual,No,lot,,,No,Yes,Yes,
$,none,,,,lot,No,,,,,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,Yes
$$,full_bar,loud,casual,No,street,Yes,outdoor,Yes,No,Yes,
$,full_bar,loud,casual,No,lot,Yes,outdoor,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$,none,,casual,No,valet,Yes,,No,,No,
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$,beer_and_wine,quiet,casual,No,,No,,No,No,No,
$$,none,,,,lot,,,,,,
$$,none,,casual,Yes,,No,,No,,No,
$,none,average,casual,No,lot,No,,No,Yes,Yes,
$$$,full_bar,average,dressy,No,valet,,,No,No,Yes,
$,none,quiet,casual,No,,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$,none,,casual,No,,,,,,Yes,
$,none,loud,casual,No,,Yes,,No,No,No,
$$,none,,,,lot,,,,,,
$,none,quiet,casual,No,,No,,No,,Yes,
$,full_bar,loud,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,full_bar,,,,street,,outdoor,Yes,,Yes,
$$,full_bar,loud,casual,No,street,No,outdoor,Yes,,Yes,
$$,full_bar,average,casual,No,garage,,,No,No,Yes,Yes
$$,none,,,,lot,Yes,,,,,
$$,full_bar,average,casual,Yes,lot,No,,Yes,Yes,Yes,Yes
$$,none,quiet,casual,Yes,street,,,No,,Yes,
$$,none,quiet,casual,No,street,No,,No,No,Yes,
$,full_bar,average,,,,,yes,No,,Yes,
$$$,full_bar,average,casual,No,street,,,Yes,No,Yes,
$,none,loud,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,,,,lot,,,,,,
$$,none,average,casual,No,,No,,No,,Yes,
$$,full_bar,average,,,,,yes,No,,Yes,
$$,none,,,,lot,,,Yes,,,
$,beer_and_wine,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,,,,,,,No,,,
$$,none,,,,,,,Yes,,,
$,none,quiet,casual,No,,,,Yes,,Yes,
$$,beer_and_wine,average,casual,No,valet,,,No,No,Yes,
$$,beer_and_wine,quiet,,,lot,No,,No,,Yes,
$$,full_bar,very_loud,casual,No,street,Yes,outdoor,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,beer_and_wine,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$,none,very_loud,casual,Yes,lot,Yes,,No,Yes,No,
$$,full_bar,loud,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$$,none,,,,lot,,,,,,
$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,No,Yes,No
$$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,
$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,No,,,,No,,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,
$,none,average,casual,Yes,lot,No,,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,beer_and_wine,average,casual,,street,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,no,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$$,none,,,,street,Yes,,,,,
$$$,none,,,,,,,,,,
$$,full_bar,average,casual,No,,Yes,,No,,Yes,
$$,none,,,,street,,,,,,
$$,none,,casual,Yes,,No,,No,No,No,
$,none,quiet,casual,Yes,lot,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$$$,full_bar,quiet,casual,No,valet,Yes,,No,,Yes,
$$,full_bar,loud,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$$,none,,,,lot,Yes,,,,,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,Yes,Yes,
$,beer_and_wine,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$,none,,,,street,,,,,,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,outdoor,Yes,No,Yes,
$$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,No
$$,full_bar,quiet,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,,,lot,,outdoor,Yes,,Yes,
$,none,quiet,casual,No,,No,,No,Yes,No,
$,beer_and_wine,average,casual,No,lot,No,,No,Yes,Yes,
$,none,,,,street,,,,,,
$,none,,casual,No,,,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,street,No,,No,,Yes,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,garage,Yes,,No,No,Yes,
$$,none,quiet,casual,No,street,No,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,quiet,dressy,Yes,,No,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$$$,full_bar,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,Yes,lot,,,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,No,Yes,Yes,
$$,none,quiet,casual,No,,Yes,,No,No,Yes,
$$,full_bar,quiet,casual,Yes,,Yes,,No,,Yes,
$$$,full_bar,average,casual,No,,Yes,,No,Yes,Yes,
$$,full_bar,,casual,Yes,,,,Yes,,Yes,
$$$$,full_bar,average,dressy,No,street,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,,Yes,,Yes,,No,
$$,full_bar,average,casual,No,lot,Yes,no,No,No,Yes,
$$,full_bar,loud,casual,No,lot,No,,No,,Yes,
$$,full_bar,loud,casual,No,lot,Yes,,Yes,Yes,Yes,
$$$,none,,,,lot,,,Yes,,,
$$,none,,,,lot,No,,,,,
$$$,full_bar,average,dressy,No,,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,loud,casual,No,,Yes,,No,No,No,
$,none,quiet,casual,No,,No,,Yes,,Yes,
$$,beer_and_wine,quiet,casual,No,,Yes,,No,Yes,Yes,
$,none,,,,,,,Yes,,,
$,none,,casual,No,,,,,No,Yes,
$$,none,quiet,casual,Yes,street,No,,No,No,No,
$$$,none,,,,garage,,,,,,
$$,full_bar,average,casual,No,,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$,none,loud,casual,Yes,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,No,Yes,
$,none,average,casual,No,,No,,No,No,No,
$,none,,,,,,,,,,
$$,full_bar,quiet,casual,No,lot,Yes,,No,Yes,Yes,No
$$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,lot,Yes,outdoor,Yes,,Yes,
$$$,full_bar,average,dressy,No,,Yes,,No,Yes,Yes,
$,none,very_loud,casual,No,lot,No,,No,Yes,No,
$,none,,,,lot,,,,,,
$$,full_bar,,casual,No,lot,Yes,outdoor,No,,Yes,Yes
$$,none,,,,garage,,,,,,
$$$,full_bar,very_loud,casual,No,lot,Yes,no,Yes,,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,,,,,,,,,,
$$$,full_bar,average,dressy,No,,Yes,,Yes,,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,Yes,Yes,No,
$$,none,,,,street,,,,,,
$,none,,,No,,,,,,Yes,
$$,beer_and_wine,loud,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$,full_bar,very_loud,,,lot,No,outdoor,Yes,,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,very_loud,casual,No,,Yes,,No,No,Yes,
$$,full_bar,very_loud,,,,No,outdoor,No,,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,,casual,,lot,,,,,,
$$,beer_and_wine,average,casual,,lot,Yes,,No,Yes,Yes,
$$,none,very_loud,casual,No,,No,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,No,No,No,Yes
$$,none,,,,lot,,,,,,
$$$,none,,,,,,,,,,
$,none,,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,,,,,,no,No,,Yes,
$$,none,quiet,casual,Yes,lot,Yes,,No,No,No,
$$,none,average,casual,No,street,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,street,,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,,Yes,
$$$,full_bar,loud,casual,No,street,No,,Yes,No,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$$,full_bar,average,dressy,No,garage,No,,Yes,,Yes,
$,none,average,casual,No,,,,No,Yes,Yes,
$,none,,,,,,,Yes,,,
$,none,average,casual,No,garage,No,,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,No,
$,none,,,,lot,,,,,,
$$,none,,,,lot,,,,,,
$$,none,,,,lot,,,,,,
$,full_bar,loud,casual,No,lot,No,,No,,Yes,
$$,none,quiet,casual,Yes,lot,No,,Yes,Yes,Yes,
$,none,quiet,casual,No,street,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,No,Yes,
$$$,none,,,,lot,Yes,,,,,
$$,none,quiet,,Yes,,Yes,,No,,,
$$,none,average,casual,Yes,lot,No,,Yes,Yes,No,
$,beer_and_wine,average,casual,No,lot,Yes,,No,,Yes,
$$,full_bar,,casual,Yes,lot,No,,Yes,,Yes,
$$$,beer_and_wine,average,casual,No,,Yes,,No,Yes,Yes,
$,none,,casual,Yes,,No,,No,,Yes,Yes
$$,full_bar,very_loud,casual,No,garage,Yes,,No,Yes,Yes,
$,none,,,,,,,,,,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,No
$$,none,average,casual,Yes,,,,No,Yes,,
$,none,average,casual,No,,No,,No,,Yes,
$,full_bar,loud,,,street,,yes,No,,Yes,
$$,full_bar,loud,casual,No,valet,Yes,outdoor,Yes,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,,,,,,,,,,
$,none,quiet,casual,No,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,Yes
$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,,,,,,,No,,,
$$,full_bar,average,casual,No,,Yes,,No,,Yes,
$,full_bar,average,casual,No,lot,Yes,,No,,Yes,Yes
$$,none,average,casual,Yes,,Yes,,No,Yes,No,
$,none,,,,,,,,,,
$$,full_bar,average,casual,No,garage,Yes,,Yes,,Yes,
$,full_bar,very_loud,casual,No,,,,Yes,,Yes,
$,none,,casual,No,,No,,No,,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,full_bar,quiet,casual,,lot,,,Yes,No,Yes,
$$,full_bar,loud,casual,No,,Yes,no,Yes,No,Yes,
$$$,none,,,,,,,,,,
$$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,,,,lot,No,,,,,
$,none,average,casual,No,street,Yes,,No,Yes,No,
$,none,average,casual,No,,No,,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,no,No,No,Yes,
$,none,average,casual,No,,Yes,,No,No,No,
$,none,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$,none,,casual,No,,,,,,Yes,
$$,none,,,,garage,,,,,,
$,none,average,casual,No,garage,Yes,,No,Yes,Yes,
$,none,,casual,No,,Yes,,No,,Yes,
$,full_bar,loud,,,,,outdoor,No,,No,
$$,full_bar,loud,casual,No,lot,No,,Yes,Yes,Yes,
$,none,loud,casual,No,lot,No,,Yes,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,,Yes,,Yes,No,Yes,
$,none,quiet,casual,Yes,,,,No,,Yes,
$$,full_bar,average,casual,No,,Yes,outdoor,Yes,No,Yes,
$$,none,,,,,,,Yes,,,
$,none,average,casual,No,,No,,Yes,No,Yes,
$$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$,none,,,,garage,,,,,,
$,none,,,,street,,,,,,
$$,full_bar,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$,none,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$$,full_bar,loud,casual,No,street,No,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,No,
$,none,,casual,No,,,,No,,Yes,
$$$,full_bar,average,casual,No,street,Yes,no,No,No,No,
$$,none,,,,lot,,,,,,
$$,full_bar,loud,casual,,,Yes,,Yes,,No,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$$$,none,,,,street,,,No,,,
$$,full_bar,average,casual,No,,,,Yes,No,Yes,
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$$,none,quiet,casual,Yes,,,,Yes,,Yes,
$$,none,,,,lot,,,Yes,,,
$$,full_bar,average,casual,No,lot,Yes,,No,No,No,
$$,none,quiet,casual,No,,,,Yes,,Yes,
$,none,,,,street,,,,,,
$$,beer_and_wine,loud,casual,No,lot,Yes,,No,No,Yes,
$,none,,,,lot,,,,,,
$,none,,,No,lot,,,,,,
$,full_bar,loud,casual,No,lot,Yes,,Yes,No,Yes,
$,none,,,,,,,,,,
$,none,,casual,,,,,Yes,,,
$,none,very_loud,casual,,street,Yes,,No,,,
$,none,,,,lot,,,,,,
$$,none,quiet,casual,No,lot,No,,No,No,No,
$$,none,,,Yes,,,,,,Yes,
$$,beer_and_wine,quiet,casual,No,lot,No,,No,No,Yes,No
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$$,full_bar,average,casual,No,,,,No,,Yes,Yes
$,none,,formal,No,,,,No,,Yes,
$$,none,quiet,casual,No,,Yes,,No,,Yes,
$,none,,,,lot,,,,,,
$,full_bar,average,casual,,lot,Yes,,No,,Yes,
$,none,quiet,casual,No,,No,,No,Yes,Yes,
$$$$,none,,,,lot,,,,,,
$$,none,,,,lot,No,,,,,
$$,full_bar,average,casual,No,lot,No,no,No,Yes,Yes,Yes
$,none,average,casual,No,lot,,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,Yes,,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,Yes,lot,Yes,,No,No,Yes,
$,none,,casual,No,,Yes,,No,,No,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,Yes,Yes,Yes,Yes
$$,none,quiet,casual,,,No,,Yes,,Yes,
$,none,,,,lot,,,,,,
$$$,none,,,,,,,,,,
$,none,quiet,casual,No,,No,,No,,Yes,
$$,full_bar,average,casual,No,garage,No,,No,No,Yes,Yes
$$$,none,,,,,,,,,,
$$,none,average,casual,No,,No,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,full_bar,loud,,,lot,,outdoor,No,,Yes,
$$,full_bar,average,casual,No,valet,Yes,,Yes,No,Yes,
$$$,full_bar,average,dressy,No,valet,,,Yes,No,Yes,
$$,beer_and_wine,average,casual,Yes,lot,Yes,,No,,Yes,Yes
$$,none,,,No,lot,Yes,,,,,
$$,full_bar,average,casual,No,street,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,casual,No,,Yes,,No,,Yes,
$$,none,loud,casual,Yes,,No,,No,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,No
$,none,,,,garage,Yes,,,,,
$,full_bar,average,casual,No,lot,,,No,Yes,Yes,
$,none,quiet,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,yes,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,
$$,full_bar,average,casual,Yes,street,Yes,,No,,Yes,Yes
$$$,full_bar,average,dressy,No,lot,Yes,no,No,Yes,Yes,Yes
$$$,none,,casual,,,,,,,,
$$,none,quiet,casual,No,street,Yes,,No,Yes,Yes,
$,none,,casual,No,,,,Yes,,Yes,
$$,beer_and_wine,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,very_loud,casual,No,lot,Yes,,No,No,Yes,Yes
$,none,average,casual,Yes,lot,Yes,,No,No,No,
$,none,,casual,No,,,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,no,No,No,Yes,
$,none,,,,street,,,Yes,,,
$,none,quiet,casual,Yes,lot,Yes,,No,No,No,
$,none,quiet,casual,No,street,No,,Yes,No,No,
$$,none,,,,lot,,,,,,
$$$$,full_bar,quiet,dressy,,,No,,No,,Yes,
$$$,none,,,,lot,Yes,,,,,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,,,No,,,,,,No,
$$$,full_bar,average,casual,No,street,Yes,no,Yes,No,Yes,No
$,none,average,casual,No,,Yes,,Yes,No,No,
$,none,quiet,casual,Yes,lot,Yes,,Yes,Yes,No,
$$,full_bar,average,casual,No,lot,No,outdoor,Yes,Yes,Yes,
$,none,,,,lot,Yes,,Yes,,,
$$,none,,,,,,,,,,
$$$$,full_bar,average,dressy,No,valet,Yes,,Yes,No,Yes,No
$,none,,casual,No,,,,Yes,No,Yes,
$,none,very_loud,casual,No,,,,Yes,,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,street,Yes,no,No,No,Yes,No
$$,none,average,casual,No,lot,Yes,,No,Yes,No,
$$,full_bar,loud,casual,No,garage,Yes,no,No,No,No,
$,full_bar,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$$,full_bar,loud,casual,No,garage,Yes,,No,No,Yes,
$,beer_and_wine,average,casual,Yes,street,Yes,,No,No,No,
$,full_bar,quiet,casual,No,lot,Yes,,No,No,Yes,Yes
$,none,,casual,No,,,,,,Yes,
$$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,,,,street,,,,,,
$,none,,,,street,Yes,,,,,
$,none,,,,garage,,,No,,,
$$,none,,,,lot,,,,,,
$$,none,,,,street,,,Yes,,,
$,none,quiet,casual,No,lot,No,,No,No,Yes,
$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$$,full_bar,loud,casual,,street,Yes,outdoor,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,very_loud,casual,No,garage,Yes,outdoor,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$,none,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,No,Yes,Yes
$,none,,,,,,,,,Yes,
$,none,average,casual,Yes,lot,No,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,,,,lot,,,,,,
$,none,,casual,Yes,,Yes,,Yes,Yes,No,
$$,full_bar,average,casual,No,lot,,,No,Yes,Yes,Yes
$$$,full_bar,quiet,casual,No,street,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,No
$,none,,casual,Yes,street,,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,garage,Yes,,Yes,No,Yes,
$$,full_bar,,,No,valet,,yes,No,,,
$,none,quiet,casual,No,,Yes,,No,,No,
$,none,average,casual,No,,No,,No,No,Yes,
$$,full_bar,average,,,garage,No,yes,No,,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,,,No,,,,,No,Yes,
$$,full_bar,average,casual,No,street,No,,No,Yes,Yes,
$,none,very_loud,casual,No,,No,,No,No,Yes,
$$,none,,casual,,,Yes,,,,Yes,
$$,full_bar,average,casual,Yes,garage,Yes,,Yes,No,Yes,
$$,none,,,No,,,,,No,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,,No,,Yes,Yes,No,
$$$,full_bar,average,dressy,No,garage,No,outdoor,Yes,Yes,Yes,
$$,full_bar,,casual,,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,no,Yes,Yes,Yes,Yes
$$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$,none,average,casual,No,lot,No,,Yes,Yes,No,
$$,full_bar,average,casual,Yes,lot,Yes,outdoor,Yes,Yes,Yes,Yes
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,Yes,street,Yes,,Yes,,Yes,
$,none,,,,street,,,No,,,
$,none,,casual,No,,Yes,,Yes,,Yes,
$,none,quiet,casual,No,lot,No,,Yes,No,No,
$$,beer_and_wine,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,Yes
$$,none,,,Yes,garage,,,,Yes,,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,quiet,casual,Yes,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,
$,none,average,casual,,lot,,,No,,Yes,Yes
$$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$$,none,,,,,,,,,,
$$,none,,,,lot,Yes,,,,,
$,none,average,casual,No,lot,,,Yes,Yes,Yes,
$,none,,,,lot,,,No,,,
$$,full_bar,average,casual,No,street,Yes,,Yes,,Yes,
$$,none,,,,lot,Yes,,,,,
$,full_bar,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,average,casual,No,lot,,,No,No,Yes,
$$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,full_bar,loud,,,,Yes,outdoor,Yes,,Yes,
$,beer_and_wine,average,casual,No,garage,No,no,No,Yes,Yes,
$,none,quiet,casual,Yes,street,Yes,,Yes,No,Yes,
$$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$$,full_bar,loud,casual,No,garage,No,outdoor,Yes,No,Yes,
